358,Sólidos de mantenimiento automotriz,SO2,30,Kg,Toxico ,Área de servicio,25/08/2015,11/09/2015,Recuperación,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:31,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,12674
359,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,18/09/2015,28/10/2015,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:33,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,12261
360,Aceites lubricantes usados,RPM/01,30,Kg,Toxico Inflamable ,Área de servicio,01/10/2015,28/10/2015,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:36,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,12261
361,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,05/10/2015,28/10/2015,Formulación de combustibles alternos,Alicia Huerta Rodríguez y/o recolección de residuos y fletes el pinar,Alicia Huerta Rodriguez,Victor Manuel Villaseñor,1,08/03/2016 17:38,14-098B-PS-I-114-2012,14-98B-PS-ll-18-03,12261
362,Aceites lubricantes usados,RPM/01,160,Kg,Toxico Inflamable ,Área de servicio,14/12/2015,05/02/2016,Formulación de combustibles alternos,Eco Ambiental de Occidente S.A. de C.V.,Enviro Pro S.A. DE C.V.,Victor Manuel Villaseñor,1,08/03/2016 20:16,14-120B-PS-I-111-2012,14-120B-PS-II-086-2013,Serie C-024
363,Aceites lubricantes usados,RPM/01,160,Kg,Toxico Inflamable ,Área de servicio,06/01/2016,05/02/2016,Formulación de combustibles alternos,Eco ambiental de occidente S.A. de C.V.,Enviro Pro S.A. DE C.V.,Victor Manuel Villaseñor,1,08/03/2016 20:20,14-120B-PS-I-111-2012,14-120B-PS-II-086-2013,Serie C-024
364,Aceites lubricantes usados,RPM/01,10,Kg,Toxico Inflamable ,Área de servicio,07/01/2016,05/02/2016,Formulación de combustibles alternos,Eco Ambiental de Occidente S.A. de C.V.,Enviro Pro S.A. DE C.V.,Victor Manuel Villaseñor,1,08/03/2016 20:24,14-120B-PS-I-111-2012,14-120B-PS-II-086-2013,Seriec C-024
365,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico ,Área de servicio,28/01/2016,05/02/2016,Recuperación,Eco Ambiental de Occidente S.A. de C.V.,Enviro Pro S.A. DE C.V.,Victor Manuel Villaseñor,1,08/03/2016 20:27,14-120B-PS-I-111-2012,14-120B-PS-II-086-2013,Serie C-024
366,Aceites lubricantes usados,RPM/01,185,Kg,Toxico Inflamable ,Àrea de servicio,01/08/2012,31/08/2012,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 05:37,014-002-682-95,14-98B-PS-ll-18-03,8873
367,Aceites lubricantes usados,RPM/01,185,Kg,Toxico Inflamable ,Área de servicio,17/08/2012,31/08/2012,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 15:03,014-002-682-95,14-98B-PS-ll-18-03,8873
368,Mezcla de hidrocarburos,,13,Kg,Toxico Inflamable ,Área de servicio,18/09/2012,11/10/2012,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 14:51,014-002-682-95,14-98B-PS-ll-18-03,8990
369,Aceites lubricantes usados,RPM/01,150,Kg,Toxico Inflamable ,Área de servicio,17/10/2012,09/01/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 05:44,014-002-682-95,14-98B-PS-ll-18-03,9509
370,Aceites lubricantes usados,RPM/01,150,Kg,Toxico Inflamable ,Área de servicio,26/11/2012,09/01/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 05:45,014-002-682-95,14-98B-PS-ll-18-03,9509
371,Mezcla de hidrocarburos,,10,Kg,Toxico Inflamable ,Área de servicio,03/12/2012,09/01/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 14:52,014-002-682-95,14-98B-PS-ll-18-03,9509
372,Aceites lubricantes usados,RPM/01,150,Kg,Toxico Inflamable ,Área de servicio,18/12/2012,09/01/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 05:48,014-002-682-95,14-98B-PS-ll-18-03,9509
373,Aceites lubricantes usados,RPM/01,175,Kg,Toxico Inflamable ,Área de servicio,22/01/2013,07/03/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 05:50,014-002-682-95,14-98B-PS-ll-18-03,9646
374,Aceites lubricantes usados,RPM/01,145,Kg,Toxico Inflamable ,Área de servicio,04/02/2013,07/03/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 05:51,014-002-682-95,14-98B-PS-ll-18-03,9646
375,Mezcla de hidrocarburos,,20,Kg,Toxico Inflamable ,Área de servicio,20/03/2013,11/04/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 14:52,014-002-682-95,14-98B-PS-ll-18-03,9725
376,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,22/03/2013,11/04/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 05:54,014-002-682-95,14-98B-PS-ll-18-03,9725
377,Mezcla de hidrocarburos,,20,Kg,Toxico Inflamable ,Área de servicio,19/04/2013,24/05/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 14:53,014-002-682-95,14-98B-PS-ll-18-03,9831
378,Mezcla de hidrocarburos,,10,Kg,Toxico Inflamable ,Área de servicio,29/04/2013,24/05/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 14:53,014-002-682-95,14-98B-PS-ll-18-03,9831
379,Aceites lubricantes usados,RPM/01,170,Kg,Toxico Inflamable ,Área de servicio,10/06/2013,27/06/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 06:00,014-002-682-95,14-98B-PS-ll-18-03,9909
380,Aceites lubricantes usados,RPM/01,10,Kg,Toxico Inflamable ,Área de servicio,10/06/2013,27/06/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 17:50,014-002-682-95,14-98B-PS-ll-18-03,9909
381,Aceites lubricantes usados,RPM/01,130,Kg,Toxico Inflamable ,Área de servicio,20/06/2013,27/06/2013,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 06:04,014-002-682-95,14-98B-PS-ll-18-03,9909
382,Mezcla de hidrocarburos,,10,Kg,Toxico Inflamable ,Área de servicio,17/11/2013,30/01/2014,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 14:54,014-002-682-95,14-98B-PS-ll-18-03,10434
383,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,03/02/2014,13/03/2014,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 06:07,014-002-682-95,14-98B-PS-ll-18-03,10646
384,Mezcla de hidrocarburos,,15,Kg,Toxico Inflamable ,Área de servicio,18/03/2014,25/04/2014,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 14:54,014-002-682-95,14-98B-PS-ll-18-03,10881
385,Aceites lubricantes usados,RPM/01,190,Kg,Toxico Inflamable ,Área de servicio,29/04/2014,01/05/2014,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 06:16,014-002-682-95,14-98B-PS-ll-18-03,10895
386,Aceites lubricantes usados,RPM/01,195,Kg,Toxico Inflamable ,Área de servicio,30/04/2014,01/05/2014,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 06:17,014-002-682-95,14-98B-PS-ll-18-03,10895
387,Aceites lubricantes usados,RPM/01,195,Kg,Toxico Inflamable ,Área de servicio,30/04/2014,01/05/2014,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 06:18,014-002-682-95,14-98B-PS-ll-18-03,10895
388,Sólidos de mantenimiento automotriz,SO2,40,Kg,Toxico Inflamable ,Área de servicio,30/04/2014,01/05/2014,Recuperación,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 06:19,014-002-682-95,14-98B-PS-ll-18-03,10895
389,Mezcla de hidrocarburos,,15,Kg,Toxico Inflamable ,Área de servicio,02/10/2014,20/11/2014,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 14:55,014-002-682-95,14-98B-PS-ll-18-03,11740
390,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,13/01/2015,20/06/2015,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 06:22,014-002-682-95,14-98B-PS-ll-18-03,12090
391,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,23/03/2015,20/06/2015,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 06:24,014-002-682-95,14-98B-PS-ll-18-03,12090
392,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,01/06/2015,20/06/2015,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 06:25,014-002-682-95,14-98B-PS-ll-18-03,12090
393,Mezcla de hidrocarburos,,10,Kg,Toxico Inflamable ,Área de servicio,03/06/2015,20/06/2015,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 14:55,014-002-682-95,14-98B-PS-ll-18-03,12090
394,Mezcla de hidrocarburos,,15,Kg,Toxico Inflamable ,Área de servicio,10/07/2015,06/08/2015,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,09/03/2016 14:55,014-002-682-95,14-98B-PS-ll-18-03,12200
395,Aceites lubricantes usados,RPM/01,40,Kg,Toxico Inflamable ,área de servicio,10/02/2016,18/03/2016,Formulación de combustibles alternos,Eco Ambiental de Occidente S.A. de C.V.,ENVIRO PRO SA DE CV,Víctor Manuel Villaseñor,1,16/04/2016 18:17,14-120B-PS-I-111-2012,14-120B-PS-II-086-2013,58
396,Aceites lubricantes usados,RPM/01,50,Kg,Toxico ,Mantenimiento,16/02/2016,18/03/2016,Formulación de combustibles alternos,Eco Ambiental de Occidente,ENVIRO PRO SA DE CV,Víctor Manuel Villaseñor,1,30/04/2016 13:08,14-120B-PS-1-111-2012,14-120B-PS-II-086-2013,58
397,Aceites lubricantes usados,RPM/01,300,Kg,Toxico Inflamable ,Área de servicio,11/02/2016,18/03/2016,Formulación de combustibles alternos,Eco Ambiental de Occidente S.A. de C.VV.,ENVIRO PRO S.A. DE C.V.,Victor Manuel Villaseñor,1,18/04/2016 17:48,14-120B-PS-I-111-2012,14-120B-PS-II-086-2013,58
398,Sólidos de mantenimiento automotriz,SO2,30,Kg,Toxico ,Área de servicio,15/01/2016,18/03/2016,Recuperaciòn,Eco Ambiental de Occidente S.A. de C.VV.,ENVIRO PRO S.A. DE C.V.,Victor Manuel Villaseñor,1,18/04/2016 18:13,14-120B-PS-I-111-2012,14-120B-PS-II-086-2013,58
399,Aceites lubricantes usados,RPM/01,10,Kg,Toxico ,Área de servicio,03/02/2016,18/03/2016,Formulación de combustibles alternos,Eco Ambiental de Occidente S.A. de C.VV.,ENVIRO PRO S.A. DE C.V.,Victor Manuel Villaseñor,1,18/04/2016 17:45,14-120B-PS-I-111-2012,14-120B-PS-II-086-2013,58
400,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico ,Área de servicio,15/02/2016,18/03/2016,Formulación de combustibles alternos,Eco Ambiental de Occidente S.A. de C.VV.,ENVIRO PRO S.A. DE C.V.,Victor Manuel Villaseñor,1,18/04/2016 17:48,14-120B-PS-I-111-2012,14-120B-PS-II-086-2013,58
401,Aceites hidráulicos gastados,O2,2635,Kg,Toxico Inflamable ,Mantenimiento,01/04/2016,30/04/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Ecoltec S.A. de C.V. (acopio),Francisco Flores,1,21/04/2016 20:02,06-10-PS-I-01-2011,06-09-ll-01-2011,711
402,Lámparas fluorescentes y de vapor de mercurio,RPM/06,3,Kg,Toxico ,Mantenimiento,20/04/2016,22/04/2016,Confinamiento controlado,Ricardo Díaz Virgen,Francisco Serrano Lomeli,vzbfng,1,21/04/2016 20:07,06-10-PS-I-01-2011,14-030B-PS-ll-43-07,900
403,Aceites lubricantes usados,RPM/01,220,Kg,Toxico Inflamable ,Área de servicio,21/04/2016,0000-00-00,,,,,1,30/04/2016 13:03,,,
404,Aceites lubricantes usados,RPM/01,150,Kg,Toxico Inflamable ,Área de servicio,10/08/2015,11/09/2015,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,25/05/2016 18:54,014-002-682-95,14-98B-PS-ll-18-03,12674
405,Aceites lubricantes usados,RPM/01,150,Kg,Toxico Inflamable ,Área de servicio,20/08/2015,11/09/2015,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,25/05/2016 19:06,014-002-682-95,14-98B-PS-ll-18-03,12674
406,Sólidos de mantenimiento automotriz,SO2,30,Kg,Toxico Inflamable ,Área de servicio,20/08/2015,11/09/2015,Recuperación,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,25/05/2016 19:08,014-002-682-95,14-98B-PS-ll-18-03,12674
407,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,21/09/2015,28/10/2015,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,25/05/2016 19:11,014-002-682-95,14-98B-PS-ll-18-03,12261
408,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,27/10/2015,28/10/2015,Formulación de combustibles alternos,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,25/05/2016 19:12,014-002-682-95,14-98B-PS-ll-18-03,12261
409,Sólidos de mantenimiento automotriz,SO2,30,Kg,Toxico Inflamable ,Área de servicio,27/10/2015,28/10/2015,Recuperación,Alicia Huerta Rodríguez,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,25/05/2016 19:13,014-002-682-95,14-98B-PS-ll-18-03,12261
410,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,10/11/2015,17/12/2015,Formulación de combustibles alternos,Ricardo Díaz Virgen,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,25/05/2016 19:16,06-10-PS-I-01-2011,14-98B-PS-ll-18-03,233
411,Aceites lubricantes usados,RPM/01,100,Kg,Toxico Inflamable ,Área de servicio,18/11/2015,17/12/2015,Formulación de combustibles alternos,Ricardo Díaz Virgen,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,25/05/2016 19:16,06-10-PS-I-01-2011,14-98B-PS-ll-18-03,233
412,Aceites lubricantes usados,RPM/01,100,Kg,Toxico Inflamable ,Área de servicio,02/12/2015,17/12/2015,Formulación de combustibles alternos,Ricardo Díaz Virgen,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,25/05/2016 19:18,06-10-PS-I-01-2011,14-98B-PS-ll-18-03,233
413,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico Inflamable ,Área de servicio,03/12/2015,17/12/2015,Recuperación,Ricardo Díaz Virgen,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,25/05/2016 19:19,06-10-PS-I-01-2011,14-98B-PS-ll-18-03,233
414,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Área de servicio,11/01/2016,31/03/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Alicia Huerta Rodriguez,Jaime Hernández Rodríguez,1,25/05/2016 19:21,06-10-PS-I-01-2011,14-98B-PS-ll-18-03,69
415,Aceites lubricantes usados,RPM/01,100,Kg,Toxico Inflamable ,Área de servicio,25/01/2016,31/03/2016,Formulación de combustibles alternos,Enviro Pro. S.A. DE C.V.,Enviro Pro S.A. DE C.V.,Jaime Hernández Rodríguez,1,25/05/2016 19:24,014-120B-PS-II-086-2013 ,14-120B-PS-II-086-2013 ,69
416,Sólidos de mantenimiento automotriz,SO2,30,Kg,Toxico Inflamable ,Área de servicio,16/05/2016,0000-00-00,,,,Jaime Hernández Rodríguez,1,25/05/2016 19:37,,,
417,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico Inflamable ,Área de servicio,16/05/2016,0000-00-00,,,,Jaime Hernández Rodríguez,1,25/05/2016 19:38,,,
418,Aceites lubricantes usados,RPM/01,80,Kg,Toxico Inflamable ,Área de servicio,16/05/2016,0000-00-00,,,,Jaime Hernández Rodríguez,1,25/05/2016 19:39,,,
419,Aceites lubricantes usados,RPM/01,50,Kg,Toxico Inflamable ,Mantenimiento,02/05/2016,07/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Edward Ávalos,1,10/07/2016 15:11,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,288
420,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico ,Mantenimiento,02/05/2016,07/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Edward Ávalos,1,10/07/2016 15:12,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,288
421,Acumuladores de vehículos automotrices conteniendo plomo ,RPM/04,60,Kg,Toxico ,Mantenimiento,02/05/2016,07/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Edward Ávalos,1,11/07/2016 16:42,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,289
422,Aceites lubricantes usados,RPM/01,250,Kg,Toxico Inflamable ,Mantenimiento,30/04/2016,06/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,10/07/2016 16:23,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,287
423,Sólidos de mantenimiento automotriz,SO2,8,Kg,Toxico ,Mantenimiento,30/04/2016,06/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,10/07/2016 16:23,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,287
424,Sólidos impregnados con sustancias químicas,SO4,10,Kg,Toxico ,Mantenimiento,03/05/2016,06/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,10/07/2016 16:25,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,287
425,Aceites lubricantes usados,RPM/01,50,Kg,Toxico ,Mantenimiento,03/05/2016,06/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,10/07/2016 16:25,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,287
426,Sólidos de mantenimiento automotriz,SO2,5,Kg,Toxico ,Mantenimiento,03/05/2016,06/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,10/07/2016 16:26,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,287
427,Sólidos de mantenimiento automotriz,SO2,7,Kg,Toxico ,Mantenimiento,05/05/2016,06/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,10/07/2016 16:26,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,287
428,Aceites lubricantes usados,RPM/01,50,Kg,Toxico Inflamable ,Mantenimiento,05/05/2016,06/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,10/07/2016 16:27,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,287
429,Sólidos de mantenimiento automotriz,SO2,3,Kg,Toxico ,Mantenimiento,05/05/2016,06/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,10/07/2016 16:28,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,287
430,Sólidos de mantenimiento automotriz,SO2,5,Kg,Toxico ,Mantenimiento,09/05/2016,02/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,10/07/2016 16:35,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,317
431,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,14/05/2016,02/06/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,10/07/2016 16:36,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,317
432,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Mantenimiento,14/05/2016,02/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,10/07/2016 16:37,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,317
433,Sólidos impregnados con sustancias químicas,SO4,10,Kg,Toxico ,Mantenimiento,14/05/2016,02/06/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Ramsés Pérez Meza,1,10/07/2016 16:38,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,317
434,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Mantenimiento,02/05/2016,19/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,10/07/2016 16:00,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,298
435,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico ,Mantenimiento,02/05/2016,19/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,10/07/2016 16:00,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,298
436,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico ,Mantenimiento,07/05/2016,19/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,10/07/2016 16:00,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,298
437,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,07/05/2016,19/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,10/07/2016 16:01,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,298
438,Sólidos de mantenimiento automotriz,SO2,15,Kg,Toxico ,Mantenimiento,07/05/2016,19/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,10/07/2016 16:02,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,298
439,Telas o pieles impregnadas de residuos peligrosos,SO1,5,Kg,Toxico ,Mantenimiento,07/05/2016,19/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,10/07/2016 16:03,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,298
440,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Mantenimiento,11/05/2016,19/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,10/07/2016 16:04,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,298
441,Sólidos de mantenimiento automotriz,SO2,10,Kg,Toxico ,Mantenimiento,11/05/2016,19/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,10/07/2016 16:05,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,298
442,Telas o pieles impregnadas de residuos peligrosos,SO1,5,Kg,Toxico ,Mantenimiento,11/05/2016,19/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,10/07/2016 16:06,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,298
443,Sólidos impregnados con sustancias químicas,SO4,10,Kg,Toxico ,Mantenimiento,14/05/2016,19/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,10/07/2016 16:08,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,298
444,Telas o pieles impregnadas de residuos peligrosos,SO1,15,Kg,Toxico ,Mantenimiento,14/05/2016,19/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,10/07/2016 16:07,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,298
445,Sólidos de mantenimiento automotriz,SO2,20,Kg,Toxico ,Mantenimiento,14/05/2016,19/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,10/07/2016 16:09,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,298
446,Sólidos impregnados con sustancias químicas,SO4,20,Kg,Toxico ,Mantenimiento,18/05/2016,19/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,10/07/2016 16:10,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,298
447,Aceites lubricantes usados,RPM/01,200,Kg,Toxico Inflamable ,Mantenimiento,18/05/2016,19/05/2016,Formulación de combustibles alternos,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,10/07/2016 16:11,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,298
448,Sólidos de mantenimiento automotriz,SO2,35,Kg,Toxico ,Mantenimiento,18/05/2016,19/05/2016,Reciclaje,Ricardo Díaz Virgen,Carlos Estefan Guerra,Pedro Grajeda,1,10/07/2016 16:11,06-10-PS-I-01-2011,14-070B-PS-II-087-2013,298
